Service_ID,Service_Type,Cloud_Provider,Edge_Node_ID,CPU_Utilization (%),Memory_Usage (MB),Storage_Usage (GB),Network_Bandwidth (Mbps),Service_Latency (ms),Response_Time (ms),Throughput (Requests/sec),Load_Balancing (%),QoS_Score,Workload_Variability,Optimal_Service_Placement,TOPSIS_Score,Rank,TOPSIS_Rank
S0164,Compute,IBM,E3,78.9238713560174,1126,724,651.6239841887822,222.92933533669944,155.47888039134105,753.0169101503022,62.49268980391648,0.8973988774103883,3,0,0.5838730103995803,248.0,245
S0630,Database,Google Cloud,E4,87.50623872623605,4945,673,261.99513749244454,35.80253400194482,251.2768620101245,822.4924889456234,88.20184115837358,0.5013506084170818,2,0,0.5837974719720994,506.0,246
S0178,Compute,AWS,E1,58.85590746791116,7959,557,509.5728343616186,213.69075117277004,144.34037845942706,870.2585137956789,92.55018833986244,0.7602852721495867,3,0,0.5837344551158614,908.0,247
S0314,Compute,Azure,E3,93.76411045364163,6968,709,831.4256376584082,252.38962182251885,235.39101814226944,826.9581302440909,82.54331976270703,0.7192199224807626,2,0,0.583398639447566,982.0,248
S0335,Database,AWS,E4,32.16750543368595,4799,137,431.6783313822701,190.10303013599147,107.51553426344226,769.5538482046586,84.75982298516055,0.7772984427729949,2,0,0.5833015161184019,413.0,249
S0250,Network,Azure,E1,74.21107274063628,7726,937,403.9053338014528,73.25050446652567,124.841344432159,680.8956375904964,71.39573450938927,0.8998392068268006,3,0,0.5831649786405974,869.0,250
S0805,Storage,IBM,E4,67.21682726688024,1157,483,482.4280786237817,101.9283366560268,406.0953330240562,849.7340961469995,50.40991605654811,0.935197954112851,3,0,0.5824665113623538,181.0,251
S0700,Storage,IBM,E4,56.92441100008865,5482,282,887.0548555424507,173.79072872621208,281.4452754403547,565.4466799088011,67.8310899413026,0.637563878688046,3,0,0.5822396617723574,819.0,252
S0846,AI Model,Google Cloud,E3,27.90236916881424,3872,413,870.4831088290564,250.74510786261564,121.3317621376822,582.3790061289457,89.22040583091018,0.8359460078181863,3,0,0.5819993641731764,600.0,253
S0002,AI Model,IBM,E4,25.4063251999005,1381,981,940.7813593395616,224.98671153041224,319.7388597386692,647.6894922718031,94.09516423817296,0.5523812682257201,1,0,0.5816526084671448,507.0,254
S0872,Database,Azure,E4,68.87298203579574,3900,598,824.0058314512405,30.600971449172192,430.3044314351544,489.55344010343566,82.86594125781363,0.5654381667288435,1,0,0.5815002926745846,701.0,255
S0958,AI Model,Google Cloud,E4,45.88941563706579,7489,802,838.0567137557831,47.36830653030079,259.2551358351988,394.38424475601744,64.71468869943703,0.9389023993044924,1,0,0.5812191674299264,978.0,256
S0402,AI Model,AWS,E2,84.84227071420025,4209,911,941.6377774379932,219.42868731123264,495.46691660267726,928.728100823283,66.38274818418078,0.6312861857179786,1,0,0.5806251133641132,890.0,257
S0715,Network,Azure,E2,24.68431952143036,5972,322,363.0056126913109,32.07439390899687,231.6529888545709,641.2008053861242,58.73542960243928,0.5779403487649029,1,0,0.5802018425526267,581.0,258
S0923,AI Model,AWS,E4,83.52956202379247,1229,539,542.2087794356402,280.9503232123176,77.75875496832639,936.0090094262854,67.56219161416641,0.553279740233884,3,0,0.580143311095361,174.0,259
S0768,AI Model,AWS,E3,25.467637652592764,1541,637,854.7959243931999,156.63689411357038,486.61748419793184,696.997606143923,91.70557916331626,0.7813204986240497,1,0,0.5799835727715517,467.0,260
S0434,Network,Azure,E3,42.49393336302386,5333,241,534.6706376112064,192.59367588437283,374.8525182219072,963.7716306305988,71.84774305418489,0.9845188131512768,1,0,0.5797534064474194,686.0,261
S0599,AI Model,Azure,E2,86.75727763878562,4529,364,957.6249938840422,155.19494681187174,40.615083065332215,326.18619223963185,86.94729232893638,0.8366021230079047,2,0,0.5792146825061001,664.0,262
S0505,Network,Azure,E4,80.19392596848596,5557,958,789.8647664193462,85.14093645227837,453.94934481173794,672.0321779219838,68.088500288649,0.7733397499443935,1,0,0.5791453849849306,953.0,263
S0401,Network,Google Cloud,E2,54.52687034014447,5058,142,122.9985696165358,13.972684838350553,339.82456058101906,983.8689981725404,56.50131278250663,0.9947599797504336,2,0,0.5780424189650315,367.0,264
S0836,Database,AWS,E1,72.78928187257483,658,351,179.8804033945381,108.47939878804208,148.93852534572736,888.3466851959787,50.59489161225778,0.6595374861603631,1,0,0.5766742652792956,11.0,265
S0501,Database,Azure,E3,36.43016068263933,2030,394,483.5521268538503,43.12102103031106,460.6211049337564,730.8826564792598,73.52366598385784,0.5898043694136514,1,0,0.5765060840211969,232.0,266
S0710,Compute,AWS,E4,28.19481577322161,6385,112,10.920122701261452,27.113212823653853,67.1776687685909,840.6271513730195,74.39114186909406,0.7196052554659373,2,0,0.575665965814616,400.0,267
S0517,Storage,Google Cloud,E1,57.0159935255089,2254,600,856.2577210112688,14.554795643918542,341.95704357758694,333.4208564081238,76.90685338554425,0.8889922129942271,1,0,0.5753683780200978,451.0,268
S0558,AI Model,Google Cloud,E1,85.52739450997588,5638,304,768.3118591066273,247.41696301069013,162.39343179873484,703.5145868825581,97.7621384143672,0.9482857624846388,3,0,0.5752262868601182,790.0,269
S0006,Storage,AWS,E1,75.31312695942552,6021,363,900.2677553354426,246.99560600342429,377.7666402393314,823.8369515078276,78.74195189299374,0.8919597924337699,1,0,0.5751071067124844,935.0,270
S0946,Network,Azure,E1,36.90359510050744,3275,823,763.2771178947946,235.61005175640403,188.96168386587212,687.0134811807864,57.34544545114635,0.7331968086801903,3,0,0.5749168995051633,589.0,271
S0447,Network,Azure,E3,63.71051263126172,6870,194,507.4659680586627,172.68742652749847,90.172079483852,686.4714278918239,56.23487235618016,0.532042293802033,2,0,0.5743404989744513,713.0,272
S0432,Compute,AWS,E4,64.87681132233192,4072,239,261.718619130416,41.770991552879934,51.72038191248025,577.0845066781409,94.8764311188432,0.8132428199853787,3,1,0.5739718236100393,187.0,273
S0848,Network,Google Cloud,E1,68.3111916106937,4064,520,473.3006578532629,81.39367348236769,427.1179720074096,805.997394617677,87.41035591975637,0.7510810053818266,2,0,0.5738571012031426,529.0,274
S0146,Database,Google Cloud,E2,45.06787390220456,6809,380,911.6946442601152,177.25619033203492,114.38730672319944,400.2677778037632,99.55282543695436,0.8448508211823116,1,0,0.573812404990007,897.0,275
S0480,AI Model,Google Cloud,E2,65.0488299911267,6320,780,197.39080945684933,81.31972948761218,213.0726830144824,925.888102166914,58.49949065088187,0.5870920940340083,1,0,0.5735407634217731,668.0,276
S0933,Storage,Google Cloud,E3,38.49527262335185,3501,57,541.6709015945545,27.65472686458653,211.0434734425338,422.36935326073984,67.07630377106818,0.539409038621392,2,0,0.5731010002297349,237.0,277
S0333,Compute,Azure,E2,86.14458187284829,2668,230,264.1760613466604,190.40814021968012,55.33314437971628,918.7998461119532,50.98628732315878,0.9158790704011236,3,0,0.5720605692096001,88.0,278
S0596,AI Model,Azure,E4,32.51451512740646,2936,735,526.6654848763637,229.29682531422063,26.09978189279421,693.1279146954771,86.53420487103882,0.7189819819812842,1,0,0.5719759132708383,325.0,279
S0358,AI Model,Google Cloud,E4,81.94836595310613,5308,358,302.7083888789029,149.32204015122616,61.36951613093574,792.55367317105,68.34990736341103,0.7982580003493154,2,0,0.5718217302914136,446.0,280
S0150,Database,Azure,E2,58.79517923312071,2691,599,413.638612958573,110.0474601240944,383.641678510012,844.0939877199303,91.05391809991204,0.701154766895733,2,0,0.5715208128881588,316.0,281
S0227,Storage,Azure,E3,90.26168465248188,5451,364,655.7129996011163,38.69995588446177,100.3732433862898,332.7948206342534,94.64822958524137,0.7205580820491668,3,0,0.5714512626820554,643.0,282
S0696,Storage,AWS,E2,35.24173183145655,7893,241,561.8309146710453,247.23701529250243,154.35563314082347,862.8094493717853,53.29470091059599,0.654990068217735,2,0,0.5714022331347357,847.0,283
S0515,Database,Google Cloud,E2,58.05589540383566,7573,359,602.0290261554621,13.538573439293282,104.4186363995543,333.15469320506907,84.46220099810115,0.9314396420496124,2,1,0.5705647036592982,813.0,284
S0566,Database,Google Cloud,E3,51.65256950957293,7916,815,554.3655365807542,156.65416662602468,174.80940609063515,670.4798966272626,95.39363384676204,0.6876232042970252,1,0,0.5695638564328679,944.0,285
S0376,Network,IBM,E1,25.223086112180432,5132,812,942.1610842065944,88.28258109216246,255.56973841417027,320.4533734670581,66.21254369259853,0.6117639111507557,2,0,0.568258490835701,862.0,286
S0631,AI Model,Azure,E2,28.71042201503942,2141,616,478.2972283095905,172.85004231971624,419.9975462104551,959.9387066015126,50.90189547523222,0.7163006629784636,2,0,0.5675969333759718,312.0,287
S0260,Storage,AWS,E3,70.17667529968313,2503,906,864.3789556065547,90.56298831250604,232.25067671143563,360.5485999028262,65.63803637109079,0.7010655775144382,3,0,0.5674767033708754,519.0,288
S0320,Network,Azure,E1,31.407821241670465,2632,689,469.1761072304032,16.0321121705952,442.3805013574564,669.9719144546681,59.90154733155468,0.7951565861625343,3,0,0.567394916140369,355.0,289
S0482,Database,Azure,E3,57.96995446214021,4166,894,754.6074125481355,239.28379186856915,451.15299739150055,962.5401095072632,80.3979675416171,0.8476370664722084,1,0,0.5672649608616822,828.0,290
S0732,AI Model,IBM,E2,91.8086014278572,5760,318,965.5575421602778,284.329657920602,132.44492715114106,627.9325442050947,76.89597631646215,0.883584070172176,2,0,0.56643428905907,846.0,291
S0589,Database,IBM,E1,43.91501137408541,2938,322,616.1530080369337,147.64720598315887,499.7392681592642,850.2527671274058,63.06641979704509,0.8006584121680755,1,0,0.5660969800980344,445.0,292
S0686,Compute,Azure,E4,85.78179357636417,6180,902,583.1878700886037,43.08042756702623,174.8329244674256,447.01210960563895,92.96664098618758,0.8932718279550237,2,1,0.5653393500311465,842.0,293
S0220,Compute,AWS,E1,50.832170195053,6146,969,384.3197620895763,87.99843344688328,439.88177073458746,925.1045998598216,86.52081325098678,0.7616292564693287,1,0,0.565323120132425,845.0,294
S0809,Compute,AWS,E4,20.0101019753364,5269,181,934.5272834177864,25.88347362329646,45.69419579714788,79.87365730600015,50.65382670873074,0.5281374940556204,3,0,0.5647553784125832,634.0,295
S0363,Database,Google Cloud,E2,53.77632341790595,3484,113,602.6091563306242,72.96405861883738,392.48063565226056,571.2025899348544,96.43646846386676,0.8172674666830538,2,0,0.5646656734196629,406.0,296
S0874,Database,Google Cloud,E2,43.67205078225125,4902,492,735.5305954585127,53.65553792155566,12.01203941974974,220.6630500709251,57.648093530287184,0.6341410977697439,2,0,0.5646647297800544,587.0,297
S0288,AI Model,AWS,E4,88.191515439617,3428,256,503.98140574462826,52.37514003777603,380.7041919408579,642.7615339604135,85.43404192559525,0.8164669402355224,2,0,0.5646590978152031,370.0,298
S0199,AI Model,AWS,E2,76.35313145217842,1092,758,528.3645416810856,257.5203170934801,177.07361609661749,893.4460264632361,67.91812678289142,0.6788924629208831,2,0,0.5645124750258445,216.0,299
S0473,Storage,Google Cloud,E2,37.80751012811047,2500,574,234.42374555417445,23.85077790427028,126.36816075747792,597.3513633346679,55.54974069609053,0.6703334104108722,3,0,0.5644699375736929,80.0,300
S0184,Storage,IBM,E4,83.14501750938564,5601,464,641.5228558074319,217.734045420263,31.809429245323955,611.2750811507323,72.84694249491244,0.5691326719384355,3,0,0.5644065136568337,697.0,301
S0987,AI Model,IBM,E4,93.58943968730868,3818,433,702.6005676932929,194.89734286585903,262.0816928567544,696.2258661515939,54.13335189932712,0.8403019350595766,2,0,0.5642366831895,562.0,302
S0038,AI Model,Azure,E3,76.1054884572149,3313,853,449.4647939967125,64.63407277145487,116.68520041146208,509.232124696854,74.15059277741894,0.799282175079155,2,0,0.56382076249576,368.0,303
S0395,AI Model,Azure,E2,39.52151431745023,4920,968,472.06081283027095,228.29365950572523,150.71073491397314,841.5492035599115,85.80743894378473,0.8584876367767742,3,0,0.5630379371429612,691.0,304
S0666,Compute,Azure,E2,86.02360716116952,2229,121,322.91690700483144,83.33949141366202,480.2940553544802,961.1566773964792,83.06801968306529,0.916118970780614,2,0,0.5628337137443985,185.0,305
S0667,AI Model,IBM,E1,66.755446861958,3108,716,630.6987501834294,242.9982030463864,341.3170933921882,934.535775982614,55.38961236827706,0.6423051322800886,1,0,0.5627410777154408,538.0,306
S0897,Compute,IBM,E2,20.744286584587677,7886,487,878.6776053371372,257.8435971849252,95.36323078498158,543.4278010192943,91.60473680415576,0.7876041465314005,3,0,0.5625713517582552,952.0,307
S0355,Storage,AWS,E1,45.140603552815456,2336,325,479.42265330926654,197.80809716310387,349.3318662529845,878.5530943710312,96.32738903754876,0.8980929742169351,1,0,0.5620576588087017,242.0,308
S0518,AI Model,Azure,E2,72.66940745237483,1818,121,952.8911529366771,104.0738286765982,267.6274649747805,299.87454395564487,73.44094790076207,0.7465145522605197,2,0,0.5618341296307423,356.0,309
S0206,Network,Azure,E4,38.52340993039999,4344,622,793.5489054806238,89.92450503055585,365.7700497706125,464.7526356547332,69.8363800234193,0.8709163568643299,1,0,0.5608224744943053,736.0,310
S0830,Compute,Google Cloud,E3,92.30588123675813,7690,343,995.5194108233462,70.57341615838266,155.72273271037494,210.92667464999963,82.42635134121014,0.7063349720017706,2,0,0.5607206449676175,930.0,311
S0744,AI Model,IBM,E1,77.66920865807307,2425,404,922.2982579883436,21.842829682843394,279.8383408206169,217.23769804722212,74.85446546753985,0.7599990620184609,1,0,0.5604022093010008,441.0,312
S0978,Storage,AWS,E4,54.4748652801996,5251,803,407.48263445922754,120.13718642776728,188.02806032224976,678.7844686424567,83.3318036205621,0.525011133458279,1,0,0.5599819871568663,651.0,313
S0827,Storage,AWS,E4,52.53630646823972,2248,495,140.96506817452786,9.320902545383587,263.33307877275723,752.6406004203452,69.7330043974973,0.5103217197728966,1,0,0.5595938220179044,70.0,314
S0152,Compute,Google Cloud,E1,31.058939502971292,1385,76,179.58200824345366,85.8655073266642,140.453435734417,692.0979916887002,83.70036782313557,0.5591770506632938,1,0,0.5590582245588323,3.0,315
S0645,AI Model,Google Cloud,E1,61.52836140185084,2946,741,190.92365432756156,12.98893443266506,491.8597380256805,972.9405389639322,80.43614710891082,0.9752672372640834,1,0,0.558780597551924,321.0,316
S0538,Network,IBM,E4,71.49424351194551,5428,657,593.322468204377,199.69806778991855,227.04599526648704,751.9818813244073,53.22679419223381,0.6431830339435793,2,0,0.5587774936962143,782.0,317
S0024,Compute,Google Cloud,E4,48.64547297396719,2921,141,968.9878595186136,61.98220248048766,37.30671299348239,59.29041129047377,87.33354823933185,0.966612530659564,1,1,0.5586586199670123,407.0,318
S0294,Database,Azure,E1,48.531500563067176,3122,215,892.2880723329664,254.2664018238299,339.5957283281271,672.8479415086016,83.6100331782556,0.5926769878609248,1,0,0.5581785612231256,540.0,319
S0109,Network,AWS,E1,75.9300337048424,665,389,320.5694469315446,36.30704771984367,339.45065114500375,706.7366808684675,51.30791711617099,0.9018175735768468,3,0,0.558019439406999,46.0,320
S0880,Network,Azure,E3,41.55571973491848,5900,620,249.75290384399585,10.212663214652997,97.161099775708,540.6221248076804,72.3997727334434,0.7550301142720719,1,0,0.5577353169617079,515.0,321
S0975,Database,IBM,E3,25.71794134801733,6714,759,417.0920265397356,192.3042703847344,199.93606634920508,822.9349396816833,82.77078484014275,0.8594041174745823,1,0,0.5575558109461108,827.0,322
S0942,AI Model,Azure,E2,60.83617496001972,4319,898,720.7533640307008,23.219903955608917,82.54928214952653,227.2495742909593,57.89153630905615,0.5679162142066329,2,0,0.5574604138306407,621.0,323
S0221,Storage,Google Cloud,E1,46.050749469413205,895,700,151.96141631078362,139.9847230138774,152.27732382967366,880.6961534833445,76.64382173483737,0.5225579393007298,3,0,0.5573956049434006,45.0,324
S0359,Compute,IBM,E2,27.547810889265,5366,680,933.2191434589264,44.33661785832927,141.29194755235545,148.33729965582444,55.30627092824512,0.65907609290208,1,0,0.5566225354346458,805.0,325
S0644,Network,IBM,E2,31.560878238386533,4269,433,697.0772399646846,136.16515908460187,307.7659641148974,531.0330256167717,77.70643581052282,0.5475232293308427,3,0,0.5564507546105344,612.0,326
S0711,AI Model,Google Cloud,E1,84.04714752165665,632,153,904.1913910712602,70.78789794245124,331.4406637800236,311.0579202295055,65.72907732731136,0.9216310214108822,2,0,0.5561845668940745,250.0,327
S0466,Storage,Google Cloud,E4,65.14425732613486,6672,962,896.1146359627334,214.155445841282,47.59446573345117,432.53764784129794,77.1769823287538,0.9945927874323915,2,0,0.5561489288174765,943.0,328
S0171,Compute,Google Cloud,E3,33.83571898502295,6521,852,659.8220007909196,247.38426308479183,59.92695944606088,636.0405181669224,88.827873589261,0.6840428188331071,2,0,0.5557196420238297,878.0,329
S0522,Compute,AWS,E4,49.59320566982348,8031,236,479.6905446845277,213.11955727856943,36.31156851366035,699.2627627012212,58.03015732148245,0.5283599767758689,1,0,0.5552969266855803,779.0,330
S0860,Network,IBM,E1,51.23783239279092,4748,394,318.45602218640664,25.956039313985663,355.6246213951179,710.4954807176618,51.5810019118732,0.8669476854497966,3,0,0.55525045189989,450.0,331
S0092,Compute,AWS,E1,38.50091483912173,4186,427,86.03936665858846,17.1151109731696,430.48807326306064,974.6982378446728,83.17510347026285,0.7784402950739828,1,0,0.5552365964709262,320.0,332
S0339,AI Model,IBM,E2,73.95152167768688,2009,980,676.9647162067349,74.49852733217986,79.2094120330131,299.8843686619838,87.88674722511469,0.9142222692771927,1,1,0.5550902407295663,353.0,333
S0948,Database,Google Cloud,E1,30.560221166950704,6840,415,866.0058310567182,81.89518817571629,396.31577016300713,412.1684551361329,87.64085130444049,0.7145952909800173,2,0,0.555089171471556,948.0,334
S0963,Storage,AWS,E4,73.07910127006457,6591,55,609.8669334601049,95.23896991214838,406.6194693467793,649.4824669264465,61.84064637268846,0.8243228295310314,3,0,0.5541427922863027,785.0,335
S0484,AI Model,Google Cloud,E4,25.319916210033007,2946,250,837.0188049814036,281.6037350875812,61.55758206670317,533.6277371381475,58.18120001051169,0.8469403443541612,2,0,0.5535410763989863,408.0,336
S0595,Database,AWS,E3,48.0914665265091,4650,328,378.3990130892817,84.98696474727348,56.39368534734958,485.7174031770221,81.81094143346724,0.6415084829418848,3,0,0.5530820780756276,337.0,337
S0949,AI Model,AWS,E2,66.68102311744974,6503,575,127.4740083297934,32.29592353818215,410.8710424776567,991.1769306919498,64.09996763424859,0.6524065723225663,1,0,0.5518180432296421,659.0,338
S0807,Network,Google Cloud,E4,76.14839255946501,3601,189,981.4291814809076,100.08582321848034,400.0228939042977,350.7681573900406,96.55602259716753,0.8001265164667526,3,0,0.5505959754088253,623.0,339
S0390,Storage,IBM,E4,90.3728613836362,3734,857,792.1146931442831,216.62201214572823,101.88833922696163,506.102436554672,83.39031099933084,0.5944346914077743,2,0,0.5504022939792365,640.0,340
S0610,Compute,Azure,E1,65.43344370895178,5678,321,20.96776706836658,31.988817924300324,184.7383673084492,842.7076639104552,65.442363739081,0.8607882630425134,2,0,0.5501947176629678,386.0,341
S0267,Database,Google Cloud,E1,80.48027129246296,3785,888,609.426438020686,55.71420452949578,420.20936245556254,604.7302122378542,51.44181634608527,0.9804520770644798,1,0,0.5500745714593499,646.0,342
S0334,AI Model,AWS,E2,52.061726594046135,2742,264,806.0547129372569,68.47090837909639,59.46139652263544,157.40031944278462,56.75915270857151,0.7348996103392664,2,0,0.5499271568474472,298.0,343
S0932,Compute,IBM,E4,37.11765226202744,4276,257,740.0358448688268,242.62133357951208,286.4989158493816,694.9558001186971,55.67936586893374,0.5005657375604351,2,0,0.5491910423873801,602.0,344
S0811,Database,Google Cloud,E4,23.51389313957024,4896,737,474.1019817017231,243.71246707873863,203.33005334787285,843.9939173118712,82.68822515466181,0.7894582662963587,1,0,0.5490106092587975,658.0,345
S0919,AI Model,IBM,E2,20.101521928660112,3506,434,77.96217948639352,93.36911428639468,86.88946329824131,762.0405943989416,66.95822662625169,0.7572019343730922,3,0,0.5488314829046913,110.0,346
S0605,Network,Google Cloud,E4,45.54531249359688,3316,278,572.866733048566,94.46846712433548,442.76459593256817,630.411524460642,87.94444250702233,0.7241140072630445,1,0,0.5477939432884675,421.0,347
S0876,Database,AWS,E2,49.63481807086275,5463,919,725.556754615306,112.94029309225324,214.15165833273775,415.9044963839135,75.51235499015728,0.6567875660320154,2,0,0.5476142081345661,848.0,348
S0621,AI Model,Azure,E2,48.81550347393502,2762,547,939.2781651604386,260.53869672896275,274.6388677418759,566.9739915279616,89.0976308486076,0.538919576555257,1,0,0.5475147720457918,569.0,349
S0066,Database,Google Cloud,E4,69.21213782608037,4956,385,623.1500195955423,175.7947694872623,481.4843259568129,857.9860693782133,51.87761600300228,0.8264963657708588,3,0,0.5461391532712183,753.0,350
S0694,Compute,IBM,E4,48.14974309397015,5836,982,273.3377161617314,44.39259878242108,165.4716020501936,594.048675063855,97.98130768948656,0.8519710412109811,2,1,0.5460036586247192,657.0,351
S0479,AI Model,AWS,E1,91.28982894396526,4314,267,135.82527781625484,120.90825400344352,71.59589419093668,794.4047000057395,64.22978972679593,0.8610487231339403,1,0,0.5453379334637032,204.0,352
S0579,Storage,Google Cloud,E3,70.47249667958243,4002,994,631.467960748363,87.08895994153704,336.27030544597585,544.4332875324139,59.59180573005053,0.7880404395072469,3,0,0.5449167774095268,684.0,353
S0733,Database,Google Cloud,E3,20.664746383510167,707,357,433.9021004685012,86.17518318398005,184.56244835585224,472.1345862926202,65.48409791564757,0.8299013507001582,2,0,0.5448874070346195,31.0,354
S0286,AI Model,Azure,E4,24.890344344536903,6266,108,925.0117318570848,225.12299337292032,372.7853655010997,593.0463086931072,51.81036307436925,0.5156807844022941,1,0,0.5447610725545156,864.0,355
S0455,Database,Azure,E2,27.03929636175172,6423,230,681.7062569640755,283.88463663635946,247.0864853162794,782.1573722222222,81.99781925572853,0.8563858967584522,2,0,0.5445313028772597,833.0,356
S0400,Storage,Google Cloud,E2,53.52916578548191,886,953,115.2739243747449,37.78950953607699,459.6243411683311,983.028425214343,59.03313494512047,0.6784686489740674,2,0,0.5440718600967017,175.0,357
S0430,Database,Google Cloud,E2,55.15759740983794,561,351,107.60828793951713,213.15651491136643,60.22320130271428,931.2908144245432,95.16505636943796,0.8046518594782537,1,0,0.5438309673733155,7.0,358
S0440,Compute,AWS,E4,64.49161775805382,6944,969,562.7687919134725,127.25047732695606,339.3057448476273,670.5278296999219,97.80664281711844,0.5089168950968117,3,0,0.5434424668625818,957.0,359
S0403,Compute,AWS,E2,60.99861651408413,3574,617,873.9285214542949,262.8340330360711,442.58334971246194,796.3856923839282,60.508791761696166,0.6274016330158478,3,0,0.5432901879307539,735.0,360
S0618,Storage,AWS,E1,22.06525399020991,5551,920,733.5708270889857,234.4266592764025,328.4765281012856,713.8919869237312,86.06289539669123,0.7969368838339308,2,0,0.5432143039877815,922.0,361
S0504,Network,Google Cloud,E4,45.41454870040637,3112,537,826.6052298122326,22.419792615190225,425.7562828675324,306.15267925824395,92.16514830760806,0.5567368188137196,3,0,0.543073148890688,551.0,362
S0336,Storage,Google Cloud,E2,20.945563998181928,4672,305,994.7373235445224,277.4811270771476,499.9261297983361,769.6709734767028,56.012549328536736,0.9215889603264202,2,0,0.542979685145664,830.0,363
S0059,Database,Google Cloud,E4,88.91949002296658,3015,655,241.55796215748143,181.815032897236,23.83209222884612,767.3073940753736,88.44900976143148,0.5720519815164831,2,0,0.5428402790969861,177.0,364
S0080,Database,AWS,E4,60.66779041188863,4255,111,778.5275727407883,168.2997671353956,402.2626915121064,590.8679003118639,67.56894833790543,0.5314463112262434,2,0,0.5426512382122597,610.0,365
S0934,Network,IBM,E1,56.30578022826512,5149,751,841.5977829983,127.04327941345898,173.14874104199492,300.4251678165374,98.2311427808509,0.8814994488559711,2,0,0.5424375266539848,816.0,366
S0944,Network,Google Cloud,E3,25.67037804625631,3093,639,333.019330053257,158.91135856170746,294.10461913173015,810.6307444490457,74.63371651555015,0.8880857460201119,1,0,0.5412018721773126,276.0,367
S0677,AI Model,AWS,E4,88.20909582029314,6778,664,441.63522876488,69.99658106408685,118.01456359738084,483.3508040638313,78.84836552341855,0.6128473371952151,3,0,0.5410687475660425,774.0,368
S0315,Storage,AWS,E4,30.55336460365688,4176,57,977.0264290993103,243.5283075734801,146.87634778551416,378.9527394580111,59.94458514690087,0.5151466132398128,2,0,0.5410542832703826,588.0,369
S0300,Compute,Azure,E3,79.46408142753795,7873,62,817.1235677796544,50.68298435325228,375.357882935046,352.5293684655141,93.49647811984968,0.6052308738416061,2,0,0.5409013819346857,902.0,370
S0502,Compute,Azure,E2,22.754102187561585,6885,273,30.810895658954983,22.03361844277562,162.4854215239645,720.6908828138937,76.3903681779415,0.8675115990890853,3,1,0.5408058354280195,483.0,371
S0900,Network,AWS,E1,58.92742100971616,6634,655,41.40526689787084,149.32546412119348,97.00338065947916,963.3133466365294,69.25253396018084,0.5398279204654435,2,0,0.540771281436769,557.0,372
S0698,Storage,AWS,E4,48.99053801172709,646,871,665.9422385613973,138.9082102444298,22.68907442224772,292.4708126270693,99.64154127223486,0.624234262208371,2,0,0.5399979117274623,201.0,373
S0144,Database,IBM,E2,25.77937093507484,2550,307,216.50248406364025,61.56218413012861,272.8975481127896,678.2826328831457,65.17481158945075,0.5206139069995301,1,0,0.5392770672709853,71.0,374
S0056,Compute,IBM,E3,81.19602042264628,5479,89,715.7175359023454,263.60107896968805,466.9750816767855,930.653952096338,71.61065937925117,0.9025074400590352,2,0,0.5389278643538089,781.0,375
S0901,Network,IBM,E2,70.81567005942148,2975,506,539.6170066753496,69.23586792603648,458.431897607532,622.5364628972799,86.98039845000686,0.5349459059439738,2,0,0.5388410902999261,420.0,376
S0428,AI Model,IBM,E3,38.14203711941292,3616,424,51.54443270919794,80.15086866433205,227.7760692590344,833.595301425953,89.84240883860616,0.92046192188673,1,0,0.5384818450661812,156.0,377
S0235,Compute,Azure,E2,34.85732245698051,6540,162,191.617877138727,130.36128812341695,150.1840617953177,768.2040296853733,61.51714160511756,0.551037462383049,1,0,0.538284751797805,504.0,378
S0101,Database,IBM,E4,66.19890876951342,1204,256,927.647182867797,146.68680634344994,315.6344257829219,328.1722234003103,99.98706361290462,0.6071277171715922,1,0,0.538256153970471,327.0,379
S0478,Compute,Google Cloud,E2,68.91681946591044,6576,709,125.2943411768954,215.30029895669725,56.25476319289099,993.132437187097,69.92002333047122,0.684528079670902,1,0,0.537720805703129,604.0,380
S0263,AI Model,IBM,E2,68.82301003632156,4154,967,991.539032164364,55.07896441088382,268.75335965671866,157.6062654114515,89.69466808810361,0.6252907882970964,1,0,0.5377179132957552,791.0,381
S0531,Storage,Google Cloud,E2,81.58987119126698,5020,461,918.3675795572073,28.48349771278916,140.3928985229566,72.99574220140333,64.57420684212683,0.8324000219335425,2,0,0.5368042795150855,718.0,382
S0771,AI Model,Google Cloud,E4,37.42882422920359,3106,424,672.6634143983408,160.47979616530628,179.37189841551103,435.80448147743,62.98053126166058,0.6167709009631841,2,0,0.5362241656144119,377.0,383
S0218,Database,Azure,E4,30.44340283381964,3900,260,15.350874435943172,104.49373433599676,113.1252393665018,815.3278743735989,64.12493633104823,0.9180396375834192,1,0,0.5361618724962456,115.0,384
S0302,AI Model,Google Cloud,E1,67.59368131627278,4366,854,825.3703565902076,66.66592602884707,336.16874530672027,323.33251276552784,83.8947459248044,0.6200348265535893,3,0,0.5357254725865945,784.0,385
S0194,Storage,IBM,E4,74.71311714892975,3764,284,435.3266352578757,244.8785582745556,187.1287034126879,837.9574269122809,55.63984594332885,0.6538620946821855,2,0,0.5353895442859253,331.0,386
S0689,Compute,Azure,E4,54.70067037990452,574,617,608.7910350689554,98.14430373279096,351.217591941185,486.0212321620814,90.79276278728452,0.6969937538565276,2,0,0.5351990144904942,194.0,387
